Geneid	e10HeartOGAWTFemale	e10LiverOGAWTFemale	e2HeartOGAKOFemale	e2LiverOGAKOFemale	e3HeartOGAKOMale	e3LiverOGAKOMale	e5HeartOGAWTFemale	e5LiverOGAWTFemale	e6HeartOGAKOFemale	e6LiverOGAKOFemale	e7HeartOGAWTMale	e7LiverOGAWTMale
ENSMUSG00000079536	0	0	0	0	1.12	0	0	0	0	0	0	0
ENSMUSG00000082707	0	1	0	0	0	0	0	0	0.12	1	0	0
ENSMUSG00000083283	202.74	214.5	282.15	185.27	287.06	60.13	312.61	131.01	219.5	185.24	312.71	221.66
ENSMUSG00000083768	0	0	0	0.25	0	0	0	0	0	0	1	0
ENSMUSG00000082447	0.33	1.08	0.33	1	0	0.33	0	0.67	0.33	0.92	0.33	0.83
ENSMUSG00000065291	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085066	1	1.25	0.5	0.75	0.5	0.5	0.83	0.5	0.5	0.5	1	1
ENSMUSG00000043715	0.5	0	0.17	0	0	0	0	0.5	0	0	0	0
ENSMUSG00000051706	0	0	0.25	0	0	0	0	0	0	0	0	0
ENSMUSG00000077462	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079534	0.17	1.9	1.33	2.87	1.33	0.71	1	2.48	0.82	5.03	1.62	1.67
ENSMUSG00000081804	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080072	0	0	0.17	0	0	0	0	0	0	0	0	0
ENSMUSG00000083847	0	1	1.75	2.1	0.58	0	0	0.25	0.25	0.5	5.33	2.92
ENSMUSG00000080777	91.81	93.02	103.6	82.79	87.17	25.58	119.02	62.72	68.55	91.25	114.62	97.07
ENSMUSG00000065859	0.14	0.21	0.21	0.4	0.13	0	0.43	0.05	0.26	0.14	0.14	0.21
ENSMUSG00000084066	0	1.3	0.85	1.15	0	0	0	0.45	0.2	0.9	1.1	1.89
ENSMUSG00000079532	0	0	0	0	0.12	0	0	0	0	0	0	0
ENSMUSG00000082288	0	0.5	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082427	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082910	0	0	0	0	0	0.33	0	0	0	0	0	0
ENSMUSG00000081814	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082170	0.17	0.5	0.67	0.5	0.5	0.14	0	0.17	0.5	1.83	0.29	1.17
ENSMUSG00000086081	0	0	0.17	0	0	0	0	0	0	0	0	0
ENSMUSG00000081612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079531	0.17	1.9	0.83	2.87	1.33	0.71	1	2.48	0.82	5.7	1.62	1.67
ENSMUSG00000080822	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081832	0	0	0	0	0	0.33	0	0	0	0	0	0
ENSMUSG00000080193	1.64	0	5	0	0.5	0	2.25	0	0.83	0	0	0
ENSMUSG00000085877	0	0	0.17	0	0	0	0	0	0	0	0	0
ENSMUSG00000081940	0	0	0.83	0.85	0.25	0	0	0.25	1.08	0.25	1	1.25
ENSMUSG00000081357	0	1.8	1.1	1.4	0	0	0.25	1.53	0.2	1.73	1.1	1.67
ENSMUSG00000083981	0	0	0	0	0.12	0	0	0	0	0	0	0
ENSMUSG00000032750	32.61	16	76.6	28	32.25	3.33	44	20	53	21	50.25	24
ENSMUSG00000119217	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082873	0.5	1.25	0	0	0.33	0	0	0	0	0	0.5	0.1
ENSMUSG00000031403	545	807.17	757.64	746.2	511	178.83	835	533	525	718.7	673	732.62
ENSMUSG00000089014	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000031402	553.5	2094.08	710.14	2210.67	902.5	359	1029	1601	605	1906.75	749.48	2183.03
ENSMUSG00000083416	10.5	21.17	15.7	23.58	31.67	4.33	24.42	12.83	11.33	19.33	17.92	13.5
ENSMUSG00000080254	36.63	53.02	38.47	51.9	65.43	13.1	74.92	37.32	30.07	40.75	34.03	25.72
ENSMUSG00000073094	2	2	0.33	9	0	2	0	3	1	4	1	3
ENSMUSG00000082244	11.93	3.8	9.16	2.87	4.93	1.27	13.47	4.34	6.8	5.39	10.62	3.97
ENSMUSG00000031196	101	381.33	114	152.6	86.5	98	124	193	88	205	142	281
ENSMUSG00000083736	126.2	97.97	176.95	91.93	163.53	37.15	159.23	56.6	120.65	79.75	178.06	99.3
ENSMUSG00000081633	7.5	14	13.75	15	10.14	7.5	17.5	10.5	10	14	11.5	9.5
ENSMUSG00000031198	2545.33	496.25	3123.5	540.5	2436.67	147	3574.33	351.5	2214.11	570.5	3427.08	619.5
ENSMUSG00000090110	81.5	71.5	130.77	99.6	65	24.02	132	45	76.1	74	96	64
ENSMUSG00000031200	91.5	96.5	167.67	131.5	84	39.02	153	44	101	74	120	64
ENSMUSG00000031201	497	487.5	547.5	440.75	474	101	667.5	312.83	420.14	388	504.5	463
ENSMUSG00000082208	2	2	1	0.5	2	0	0.5	0.5	0.5	0.5	1.5	0
ENSMUSG00000083093	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048709	88.04	86.85	117.16	54.33	62.79	14.87	139.7	47.77	72.04	63.08	103.28	69.93
ENSMUSG00000031197	1324.33	668.2	1621.17	702	1295.33	159	1940.33	504	1251.33	655.5	1525.33	706.83
ENSMUSG00000086573	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000031202	3	1	1.5	0.5	0	1	1	1	1.5	2.5	2.5	0
ENSMUSG00000086937	1	1	0.5	0.5	1	0	0	1	2.5	0.5	1.5	1
ENSMUSG00000077406	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082551	0.5	0.41	0.41	0.4	1.22	0	1.61	0.3	0.5	0.41	0.81	0.41
ENSMUSG00000087396	40.58	26.83	78.46	15.68	44.07	6.29	74.94	14.5	58	17.83	66.02	22.93
ENSMUSG00000081996	8.08	9.33	9.46	5.96	8	1.79	16.17	3.5	8	6.33	8.83	6.17
ENSMUSG00000016382	1386.36	210.3	2077.5	119	1362.86	59	1949.58	150	1281	147.2	2012.75	162.14
ENSMUSG00000077650	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083544	2.5	0.2	3.25	1	1	4.25	0.8	0	1.62	0.5	2.08	0.83
ENSMUSG00000085598	0.5	0	0.25	0	0	0.42	0.3	0	0	0	0.25	0.33
ENSMUSG00000081106	0	2	0.5	0.1	0.1	0	0.5	0.5	0	0	0.17	0.61
ENSMUSG00000082755	293.46	410.67	472.28	387.54	359.25	104.49	509.74	262.88	312.53	456.4	452.41	411.09
ENSMUSG00000084831	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082827	0	0	0	0	0	0	0.25	0	0	0	0	0
ENSMUSG00000083566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086207	0	0	0	0	0	0	0.25	0	0	0	0	0
ENSMUSG00000071738	0	0.1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081061	0	0	0	0	0.5	0	0	0	0	0.5	0	0.33
ENSMUSG00000083333	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082444	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073085	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081175	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079525	0.11	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082824	0.1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083810	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075938	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088530	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083482	58	72.17	73.62	57.25	50.03	14.67	97.17	42.28	50.83	55.33	70.81	79.53
ENSMUSG00000081697	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084202	0.2	0	0	0.83	0	0.5	0.5	1	0	0.5	0	2.5
ENSMUSG00000082517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081622	1.69	0	0	0.78	0.38	0	2.79	1.89	2.36	1.33	1.12	1
ENSMUSG00000025246	2572.81	1251.38	3421.33	1242.45	1877.5	403.8	3441.28	809	2562.31	1142	3481.5	956.29
ENSMUSG00002076902	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087152	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081358	0.35	0.46	0.12	0.11	0.27	0	0.24	0	0.22	0	0.1	0.29
ENSMUSG00000082842	0	0	0	0	0	0	0	0	0.25	0	0	0
ENSMUSG00000081164	259.56	62.92	275.59	54.5	210.25	12.5	342.45	42.83	208.83	47	290.7	50.92
ENSMUSG00000035725	641.33	125.11	627.5	75	620.97	34	888.33	90	394.25	77.5	855.87	113
ENSMUSG00000085973	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079522	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044121	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082635	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081781	8.5	5.67	10.33	6	9.5	1.5	9.83	6	5.5	6.83	6.33	6.5
ENSMUSG00000080890	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067684	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079521	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067679	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079519	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083448	0	0	0	0	0	0	0	0	0	0	0.1	0
ENSMUSG00000035651	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083927	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084019	0	0	0	0	0	0	0	0	0	0	0.1	0
ENSMUSG00000081881	0.25	0.33	0	0.5	0.5	1.5	1.11	0.33	0	0	2	0
ENSMUSG00000082865	0	0	0	0	0.5	0	1.5	0.5	0	1.5	1	1
ENSMUSG00000047996	106.11	48.83	165.1	41	131	13	179.5	31.17	106.12	42	207	41
ENSMUSG00002075818	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084125	5.44	5.15	7.69	4.98	5.95	0.21	6.46	2.62	3.95	3.07	8.68	4.34
ENSMUSG00000082664	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085610	0.77	0.24	1.69	0.45	1.13	0.25	1.32	0.24	0	0.52	1.78	0.31
ENSMUSG00000078315	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082912	7	8.5	9.53	7.67	9.67	1.33	18.25	6	7.33	5.17	19.17	8.67
ENSMUSG00000083258	65.37	99.5	85.62	83.79	78.59	31.83	91.87	67.75	46.38	69.42	91.53	90.83
ENSMUSG00002076278	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083067	0	0	0	0	0	0.5	0	0	0	0	0	0
ENSMUSG00000081049	1094.67	1235.85	1450.8	1245.79	1239.46	287.98	1639.59	975.86	994.08	1257.47	1371.06	1243.07
ENSMUSG00000073077	6	0	0.25	1	1	0	10.83	1	0	0	4	0.5
ENSMUSG00000046942	0	0.33	0	0	0	0.5	0	0	0	0	0	0
ENSMUSG00000082372	0	0	0	0	0	0	0.5	0	0	0	0	0.5
ENSMUSG00000080847	3.43	2.62	5.04	2.53	3.39	0	6.18	1.65	4.9	1.44	6.3	3.35
ENSMUSG00000081221	2.1	0.1	1.6	0	0.1	0	1.6	0	1	0	0	0.1
ENSMUSG00000082346	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083444	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081205	56.88	62.12	71.12	52.94	53.8	5.69	73.26	41.92	47.05	44.19	55.59	47.9
ENSMUSG00000083367	545.47	384.67	879.77	358.24	622.55	93.67	892.98	244.83	600.15	299.2	750.87	355.78
ENSMUSG00000084300	6.5	3	5.5	2.33	3.5	0.5	10.25	3	3.2	2.5	10.67	0.5
ENSMUSG00000083944	1.33	0.25	0	0.67	0.33	0	0	0	0	0	0	0
ENSMUSG00000025666	1129.5	180.11	1455	119	913	58	1426.83	132	966	107	1325.08	114.33
ENSMUSG00000083637	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060673	0	0	0.33	0	0.14	0	1	0	0	0	0	0
ENSMUSG00000082319	1785.38	1011.64	2001.27	806.17	1622.05	167.67	2271.82	749.93	1409.61	775.67	2352.66	988.37
ENSMUSG00000089040	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064781	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083113	0	0	1	0.11	1.1	0	1	0	0	0.11	0.1	0
ENSMUSG00000119611	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083877	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082913	0	0	0.92	0	0.25	0	0	0	1	0	0	0
ENSMUSG00000077674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083587	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120533	0	0	0	0	1.14	0	0	0	0	0	0	0
ENSMUSG00002076553	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045103	1367.77	479.27	1876.14	368.5	2179.53	156	1949.67	304	1551.7	331	2158.45	305.2
ENSMUSG00002076782	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035522	0	0	0	0	0.25	0	0	0	0	0	0	0
ENSMUSG00000119338	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000081583	1.5	1	0	1	0.5	0	3.33	0.5	1.5	1.5	0.2	1
ENSMUSG00000084281	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081379	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082139	0	0	0.1	0	0.1	0	0.1	0	0	0.1	0	0.33
ENSMUSG00000035491	0	0	0	0	1	0	0	0	0	0	2	0
ENSMUSG00000083839	0	0	0	0	0	0	0	0	0	0	0.1	0
ENSMUSG00000035476	453	856.33	501.74	763	488	245.1	693	556	361	719.33	606	671.67
ENSMUSG00002076546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025059	767.6	3645.33	719.25	1509.5	477.5	318	900.5	2083.5	521	1249.45	859.91	3991.94
ENSMUSG00000081933	9.33	4.83	11.33	3.35	10	2.75	11	4	11.5	6.5	9.83	6
ENSMUSG00000087232	0.1	28.67	1	19	0	3.5	0	17	0	13.75	0.06	27.5
ENSMUSG00000120242	3	1	6	0	3	0	0	0	2	1	3	1
ENSMUSG00000084340	0	0	0	0	0	0	0	0	0	2	0	1.17
ENSMUSG00000081212	8.36	16.47	16.29	12.13	16.18	3.95	20.07	8.85	12.14	15.72	18.52	14
ENSMUSG00000081452	0	0	0	0	0	0	0.14	0	0.5	0	0	0
ENSMUSG00000078314	3	1	2	1	0	0	2	0	0.5	1	2	1
ENSMUSG00000025058	4	14	6	12	2	6	6	14	2	9	5	11
ENSMUSG00000080266	0.83	0	0	0	0.34	0	0.2	0	1	0	0.5	0
ENSMUSG00000035454	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025056	0	0	0	0.33	1	0	0	0	1	0	0	0
ENSMUSG00000035427	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083830	3.83	2.44	3.5	2.33	3.5	1.5	4.08	0.5	2.83	2.5	3.83	1.33
ENSMUSG00000082033	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082461	19.58	24.44	28	20.83	16.83	5.5	23.08	8.1	17.17	17	16.83	13.94
ENSMUSG00000083977	0.33	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080069	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085577	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118598	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082450	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075969	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052372	1	0	2	0	6	1	4.25	0	4	0	2	0
ENSMUSG00000083779	0.21	0.34	0.22	0	0.11	0	0	0	0.1	0.32	0.34	0.44
ENSMUSG00000084029	0.14	0	0	0.2	0.2	0	0	0.2	0	0.12	0.5	0.25
ENSMUSG00000083421	9.11	15.55	18.91	17.79	12.33	9.34	11.9	15.2	7.19	13.15	10.78	12.54
ENSMUSG00000093056	0.25	0	0.5	0	0	1.34	0	0	0.25	1	0	0
ENSMUSG00000081424	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065747	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081877	0.99	1.83	3.2	1.3	1.83	0.14	1.97	0.5	0.62	2.11	2.78	1.25
ENSMUSG00000082595	0	0	0	0	0	1.14	0	0	0	0	0	0
ENSMUSG00000081892	5.7	6.48	10.68	2.75	8	1.25	11.89	2.84	8.48	0.2	4.84	0.5
ENSMUSG00000083058	0	0	0	0	0	0	0	0	0	0	0	0.17
ENSMUSG00000084355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086142	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081673	56.58	8.96	95.04	10.33	63.79	2	111.42	6.5	48.74	10	94.96	13.17
ENSMUSG00000083640	2.6	3	4	2	2	0.5	1.5	2.83	2.5	2.5	4	1.5
ENSMUSG00000097961	116.17	206.5	255.83	211.67	173.5	33.75	210.83	85.75	224.33	105.58	146.83	28.75
ENSMUSG00000084559	5.25	8.75	11.5	5.75	6.75	0.75	10.25	3	12.5	4	6.25	0.5
ENSMUSG00002075639	12.92	18	23	17.5	15.25	3	17.75	7.25	17	10.25	15.5	3.75
ENSMUSG00000082847	0.33	0	0	0.25	0	0	0.5	0.83	0	0.33	0.2	0.33
ENSMUSG00000081167	0.5	0.5	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000084060	46.33	53.21	53.31	58.21	59.58	8.58	75.7	49.05	40.94	56.67	49.92	46.36
ENSMUSG00000082311	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081458	0	0	0	0	0	0	0.33	0	0	0	0	0
ENSMUSG00000081033	0	0.43	0.2	0	0.75	0	0	0	0	0	0.42	0.33
ENSMUSG00000083923	0	0	0	0	0	0	0	0	0	0	0.25	0
ENSMUSG00000118508	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083597	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035395	0	0	0	0	0	0	0	0	0	0	0.11	0
ENSMUSG00000081628	0	0.5	0	0.11	0	0	0	0	0.17	0.2	0	0
ENSMUSG00000082422	0	0	0.5	0	0	0	0.5	0	0	0.12	0.14	0.57
ENSMUSG00000079513	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083253	29.5	34.6	35.67	41	36.83	16.83	33.6	25.83	28.5	36.5	34.83	26.67
ENSMUSG00002076120	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100506	0	0	0	0	0	0	0.5	0	0	0	0.5	0
ENSMUSG00000035387	0.5	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083508	13.74	9.56	17.2	9.11	14.3	2.65	15.48	7.16	11.19	10.46	16.78	8.47
ENSMUSG00000082479	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084289	689.41	1953.35	1063.33	1765.94	994.92	688.33	1148.38	1116.08	753.17	2177.36	1158.37	1804.78
ENSMUSG00000091497	0	0	0	0	0	0	0	0	0.25	0	0	0
ENSMUSG00000059972	0	0	0	0.2	0	0	0	0	0	0	0	0.2
ENSMUSG00002076114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082832	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080765	0	0	0	0	0	0	0.14	0	0	0	0.5	0
ENSMUSG00000081235	7.93	19.88	8.01	19.44	4.42	2.22	10.44	15.89	3.86	10.96	6.92	19.17
ENSMUSG00000073069	0.67	0	0	0	0	0	0	0.67	0.33	0	0.33	0
ENSMUSG00000083926	3.25	1	3.67	2.33	3.33	0	4.5	0.83	1.83	1	4.42	0.67
ENSMUSG00000094861	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096072	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080863	0	0	0	0	0	0	0.33	0	0	0	0.67	0
ENSMUSG00000084057	0.33	0	0	0	0	0	0.48	0.33	0	0	0	0.25
ENSMUSG00000083955	0.53	1.25	0.25	1	0.5	0.2	1.12	0.93	0	0.89	0.33	1.6
ENSMUSG00000057805	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081960	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064129	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082807	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084155	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083994	14.33	4	19.33	5	16.17	2.83	14	4.33	8	3.33	16.58	6.17
ENSMUSG00000078123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084269	3.25	1	4.17	2	3.33	0	4.17	0.83	1.83	1	4.08	0.33
ENSMUSG00000062162	0.67	0	0	0	0	0	0	0.33	0	0	0.33	0
ENSMUSG00000081743	0	0	0	0	0	0	0	0	0.25	0	0	0
ENSMUSG00000083701	0	0	0	0	0	0	0.25	0	0	0	0	0
ENSMUSG00000067649	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000080155	0	0	0	0	0.33	0	1	0	0	0	0	0
ENSMUSG00000071726	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080737	1	3.5	6	15.5	1	1.5	6.5	5.5	1.75	5.5	1	6.67
ENSMUSG00000119580	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00002075630	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077294	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096153	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065266	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035277	0.1	0.5	3.5	0	0.12	15.33	0.5	1.75	1.7	0.64	2.42	1.2
ENSMUSG00000006678	318.2	614.17	334.25	574	109	103	486.58	445	251	381	199	600.2
ENSMUSG00000083207	0.5	2	0.7	3.33	0.83	0	0.5	2.83	0.5	2.5	0.5	1.33
ENSMUSG00000088445	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087255	0.24	0.1	0.47	0.57	0.43	0	0.65	0	0.29	0	0.4	0.21
ENSMUSG00000035246	32.11	384.6	40	533	17	91.25	46	255	25.14	427	19.53	488
ENSMUSG00000035232	1288.92	288	1721.17	224	1114	54	1851.24	231.5	1232.64	224.64	1662.7	285.5
ENSMUSG00000082728	0	0	0.5	0	0	0	0.33	0	0	0	0	0
ENSMUSG00000081573	0	0	0	0	0	0	0	0	0.5	0	0	0
ENSMUSG00000081044	0	9.42	0	20	0	0	0.22	11.17	1.25	22	0	3.25
ENSMUSG00000083114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080995	0	0	0.5	0.11	0	0	0	0	1.17	0	0	0
ENSMUSG00000081055	1.54	5.05	0.74	5.03	2.38	0.29	3.5	3.97	2.65	3.04	2.7	4.71
ENSMUSG00000087640	33.25	31.5	38.5	21.5	44.67	12.25	45.25	16.5	33	29.75	49.17	31.5
ENSMUSG00000079509	621.92	552.33	902.08	479.78	916.5	284.75	966.78	336.4	667.81	562.73	930.17	517.95
ENSMUSG00000035150	2576.51	1919.71	3344.93	1590.78	1860.5	346.37	3712.24	1287.48	2477.02	1487.42	2163.57	1281.62
ENSMUSG00000043929	93.5	115	137.61	97	166.5	27	143.5	65	113.5	104.5	130.62	72.5
ENSMUSG00000099072	0.5	0	0.5	0	1.5	0.5	0.5	0	1.5	0.5	0.5	0
ENSMUSG00000080923	1.67	0.74	1.12	0.2	0.72	0	1.77	0	1.85	0	0.94	0.37
ENSMUSG00000082759	0	0.5	0.5	0	0	0	0	0	0	0	0	0.5
ENSMUSG00000084214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118554	0	0	0	0	0	0	0.5	0	0	0	0	0
ENSMUSG00000043549	1.12	0	1	1	1	0	1	1	0	0	0	0
ENSMUSG00000079508	1067.48	169.48	1033.08	127.33	699.64	36.83	1387.25	105	691.17	126.5	1174	179.83
ENSMUSG00002076027	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084007	3.12	1	1	1	4.44	0	2	0	2	1	0	0
ENSMUSG00000084904	9	3.12	8	2.58	2.5	0	10.67	0.5	3.25	1.22	8.67	0.5
ENSMUSG00000118620	0.5	0	0	0.2	0	0	0.11	0	0	0	0.5	0
ENSMUSG00000084450	0	0	0	0.14	0	0	0	0	0	0	0	0
ENSMUSG00000025151	6675.58	3412.01	7947.68	2175.85	6292	630.33	10058.11	1861.25	6063.22	2377.75	9415.27	2152.08
ENSMUSG00000081796	0.33	0	1.5	0.75	0	0	0	0	0	0	0	0
ENSMUSG00000080887	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082406	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080974	117.26	221.54	153.52	165.14	98.67	31.03	198.82	138.95	85.74	146.2	155.41	190.36
ENSMUSG00000071723	40	40.1	63.5	45	30.5	9.11	49.5	28.5	39	38	47	30
ENSMUSG00000083438	4.5	3.5	3.2	3.5	0.5	1	3	3.2	2.5	2	3.45	1
ENSMUSG00000073062	123.34	91.2	174.25	86.83	173.83	55	164.37	62.83	147.58	105.5	219	75
ENSMUSG00000109459	0	1	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000082776	9.28	7.1	10.77	9.75	10.45	1.92	10.33	5.37	3.64	4	11.62	10.33
ENSMUSG00000081418	62.79	53.17	86.25	51.25	62.17	9.67	103.46	36.17	66.67	50	93.94	63.83
ENSMUSG00000082964	0.42	0.74	1.28	1.26	0.97	0.24	1.68	0.55	0.51	1.83	1.12	2.01
ENSMUSG00000073060	67.84	48	98.75	49.33	106.17	39	111.87	27.33	79.75	58.5	121.5	37
ENSMUSG00000087522	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071722	78	22	74	27	74.5	3	112	17	57	22	56	14.12
ENSMUSG00000025656	656.22	148	548	66	270.33	4.5	833.33	76	433.33	35	728	60
ENSMUSG00000083789	0.7	0	1	0	0.75	0	1	0.17	0.5	0	1.5	0
ENSMUSG00000080298	0.84	1.75	3.35	2.72	2.72	0	3.62	1.25	2.25	1.47	5.12	0.99
ENSMUSG00000082371	0.33	0.5	0.33	0.2	0.75	0	0.5	0	0.33	0.83	0.5	1.1
ENSMUSG00000080283	0	0.5	0.2	0	0	0	0	0	0	0	0	0
ENSMUSG00000050332	351	156	561.27	148	392.1	39	525	129	453	130.14	550	146
ENSMUSG00000031204	96	0.11	145	0	85	1	145	0	94	0.2	132.33	0
ENSMUSG00000109858	0	0.25	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083556	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035062	75	23	110	19	45	1	125	23	63	13	125	24
ENSMUSG00000035045	29.5	5	23.62	8	10.5	0	35.5	3	21.17	4.5	29	7
ENSMUSG00000071721	0	0	0	1	0	0	0	0	0	0	0	0
