Geneid	e10HeartOGAWTFemale	e10LiverOGAWTFemale	e2HeartOGAKOFemale	e2LiverOGAKOFemale	e3HeartOGAKOMale	e3LiverOGAKOMale	e5HeartOGAWTFemale	e5LiverOGAWTFemale	e6HeartOGAKOFemale	e6LiverOGAKOFemale	e7HeartOGAWTMale	e7LiverOGAWTMale
ENSMUSG00000057421	980.56	867.31	1144.78	668	1006.87	265	1335.17	559.2	763.83	659.5	1277.8	814
ENSMUSG00000031207	6930.39	2529.6	8469.52	2114	6314.33	528	9906.21	1633.5	6385.59	1898.67	8313.21	2360.39
ENSMUSG00000088146	0	0.1	0	0	0	0	0.5	0	0.5	0	0	0
ENSMUSG00000081848	61.67	26.25	54.92	20.08	31	4.08	78.08	16.83	39.83	18.33	56.48	17.67
ENSMUSG00000081742	0	1.5	0	1	1.33	0	0.5	0	0	3	1	3
ENSMUSG00000078122	11	240	10.5	266.5	13.11	56.5	11	151.5	6	143.5	10	121
ENSMUSG00000076066	0	3	0.5	3.5	0	0.5	0	2	0	2.5	0	1
ENSMUSG00000044206	2	435	10	220.33	8	35	17	258	13	163.5	10	257
ENSMUSG00000045802	1	0.5	6	0	2	1	6	0	7	0	7	0
ENSMUSG00000082317	1.37	0.85	2.6	1.09	0.53	0	3.31	0.68	1.25	0.92	3.37	2.09
ENSMUSG00000031209	491	100.5	996	57.11	845	25	802	62	755.12	72	821.1	79
ENSMUSG00000082035	419.19	602.9	583.72	596.28	553.32	140.64	636.25	435.61	424.53	634.27	567.96	647.32
ENSMUSG00000081182	0.73	1.2	1.71	2.03	0.82	0	1.78	0.1	1.69	0.45	0.53	1.68
ENSMUSG00000031210	2	0	2	0	0	0	3	0	2	0	2	0
ENSMUSG00000082735	0	0.25	0	0	0	0	0	0	0	0	0.25	0.25
ENSMUSG00000082397	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081606	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083350	0	0	0	0.57	0.17	0	0	0	0	0.2	0	1
ENSMUSG00000031212	0.11	0.12	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081135	0	0	0.67	0	0	0	0	0.2	0	0	0	0
ENSMUSG00000034457	57	10	99	9.17	98	4	108	5	79.2	14	119	8
ENSMUSG00000081923	0	0	0	0	0	0.33	0.5	0.5	0.5	0	1.5	0
ENSMUSG00000083972	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046532	14.1	1	24.12	0.12	22	0	24.11	0	20	1	30.17	0
ENSMUSG00000082933	0.5	0	0	0	0	0	0	0	0	0	0.5	0
ENSMUSG00000081397	0	0	0.12	0	0	0	0	0	0	0	0	0
ENSMUSG00000083603	1	0	1	0	1	0	1	0	0	0	0	0
ENSMUSG00000031214	207.5	147	246.5	69	214.5	9.5	318	68	206	44.17	320.33	105.61
ENSMUSG00002076684	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088616	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047694	529.25	598	661.25	385	435.5	99	865.83	384.52	507.12	367	778.33	537.14
ENSMUSG00000082549	14.32	11.57	13.31	8.31	7.58	2.75	16.56	5.5	12	6.17	15.04	10.19
ENSMUSG00000031216	841.5	292	1153.58	203.5	775	93	1283.33	169	806	213	1284.33	229.17
ENSMUSG00000083310	12.8	4.72	12.47	2.8	11.66	1.72	16.74	4.4	8.32	3.73	13.11	5.9
ENSMUSG00000031217	729	581.17	1124.5	333	726.52	166	1197.92	323	751	316	1405.03	537.67
ENSMUSG00000073051	0	0	0	1	0	0	0	0	0	1	1	0
ENSMUSG00000085053	0	0	0	0	1	0	0	0	1	0	0.11	0
ENSMUSG00000085553	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000034403	1152.25	1021.5	1124.75	667.5	847.5	221.25	1551.69	623	837.33	634	1653.14	1058
ENSMUSG00000082505	0.14	0	0.45	0	0	0	0.25	0.24	0	0	0	0
ENSMUSG00000083682	0	0	0	0	0	0	0	0	0.33	0	0	0
ENSMUSG00000071719	1	0	0	0	0	0	2	0	0	1	1.12	0
ENSMUSG00000059327	232	88.17	272.33	45.14	251	30	330	57.62	205	66	324	114
ENSMUSG00000082907	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083936	0.5	0.5	0.5	0	0	0	0	0.5	0	0	1.5	0
ENSMUSG00000080813	3	0.67	3.67	0.83	1.83	0.33	2.67	0.5	2	0	3.17	0.83
ENSMUSG00000076398	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031220	2.5	3.17	2.25	5	0	1	2.25	6.17	2	9	3	5
ENSMUSG00000051582	0	0.42	0	0	0	0.62	1	0.25	0	0.1	0	0
ENSMUSG00000031221	817	735	1061	692.5	1033.98	248	1233.12	525	748	709.12	1343.2	734.5
ENSMUSG00000067597	0	0	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000015665	0	1	0	2	0	0	0	0	0	0	0	1
ENSMUSG00000081886	1	5	2.33	4	0.64	0	2.83	7.33	2.5	1.5	4	6.55
ENSMUSG00000044359	0	48	0	49	0	12	0	25	1	23	1.17	51
ENSMUSG00000060890	4.5	0	5	0	1	1	8	0	2	0	6	0.14
ENSMUSG00000015668	445.41	291	617.55	352.11	408.5	110.5	677.58	207.5	450.5	258	635.7	306
ENSMUSG00000034311	979.86	843.03	948.05	910.83	349	162.62	1320.75	550.64	783.1	698.42	516.79	739.32
ENSMUSG00000019359	13.33	0.5	24.5	2.7	11	4.5	20	0	13	2.1	26	2.6
ENSMUSG00000085314	3	0.5	4.5	0.5	5	1.5	4	0	3	1	7	1.5
ENSMUSG00000086736	4	0	12.33	0	4	0	4	0	4	0	7	0
ENSMUSG00002075322	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000881	167	242.03	297	281.14	226.1	117.25	265.96	145	226.33	341	233	303.77
ENSMUSG00000009670	17.62	0.12	18	3.75	4	0	2	0	30	3.25	20	2
ENSMUSG00000089205	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081806	0.14	0	0	0	0	0	0.17	0	0	0	0	0
ENSMUSG00000081943	1	1.11	1.25	2	2	0	1.33	1	0	1	0	1
ENSMUSG00000031297	6	4.14	2	8	7	1	4.2	7	6	5	6	1.14
ENSMUSG00000046032	1030.33	715	1059.25	501	783.5	155	1366.31	456	843.14	565.1	1279	623
ENSMUSG00000088114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083781	0	0	0	0	0	0	0.1	0	0	0	0	0
ENSMUSG00000077303	0	0	0	0	0	0	0.2	0	0	0	0	0
ENSMUSG00000042903	905.46	766	1387.17	846.5	1264.5	203	1521.83	590	1003.33	788.67	1592.43	790.75
ENSMUSG00000090141	1	2.5	2	2	1.07	0	1.5	0.5	0	0.5	1	0
ENSMUSG00000092463	61	28	56.5	20.75	36.07	4.5	79.5	20.5	39.75	15.5	61	28.25
ENSMUSG00000031304	181	97.61	177.5	68.75	114	16.5	232	56	125.25	63	159	77.75
ENSMUSG00000079487	826.25	1081.67	1195.84	1037.02	1215.46	271.14	1144.03	614.17	1025.03	839.93	1238.55	658.97
ENSMUSG00000096056	56.32	79.42	90.89	78.29	75.62	18.5	94.5	46.58	68.03	83.48	82.55	50.5
ENSMUSG00000031302	21.57	8.62	30.89	10.5	13.14	0.5	41	3.25	21.5	9	28.32	4
ENSMUSG00000120504	0	0	0	0	0	0	0.1	0	0	0	0	0
ENSMUSG00000047797	0	7113.86	0.11	6096.9	0	598.33	0	3754.3	0	6260.41	0	4628.53
ENSMUSG00000031310	815	344.5	1165	350.14	806	110	1215	192.61	911.17	291.12	1324	282
ENSMUSG00000031311	3539.31	2302.37	5044.87	1963.66	3709.8	504.48	5319.1	1562.41	3768.17	1894.53	4409.38	2109.87
ENSMUSG00000031312	2564.33	2	2865.61	12	1565.33	2	3261.04	4	1961.75	3	2652.5	3
ENSMUSG00000083897	1.11	0.5	1.5	1	0.5	0	0.7	0	0.2	0	0.83	0
ENSMUSG00000081674	3.83	6.75	6.42	7.67	4.5	2.25	7.62	5.75	4	10	5.58	4.25
ENSMUSG00000120836	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000031314	716.67	686.75	794.79	663.5	556.08	187.25	999.28	427.5	537.9	521.83	837.95	611.53
ENSMUSG00000034160	2047.78	1241.81	2875.79	1195	1589.67	187.5	3018.37	720.83	2124.94	731	2692.35	816.2
ENSMUSG00000082729	36.33	23.33	32	16.67	28.5	2	43.67	14.67	23.83	17	36.75	22.67
ENSMUSG00000118478	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084197	15.83	6.33	27.92	5	16.83	1.6	21.83	5.83	16.53	3	22.58	5.83
ENSMUSG00000050232	0	7	3	12	1	2	1	10	1	6	1	12
ENSMUSG00000084284	2970.05	3043.04	4162.54	2747.86	3847.63	869.07	4675.69	2168.9	3023.91	2973.84	3995.15	3146.62
ENSMUSG00000082541	41.99	53.56	56.6	56.29	43.65	14.75	60.01	37.13	42.72	60.32	50.21	65.52
ENSMUSG00000045010	0.12	0.33	0.17	0.5	0	2	0.11	0	0	0.5	2.33	0
ENSMUSG00000046774	0	0	0	1.5	0	0.2	0	0	1	0.5	1	0
ENSMUSG00000081230	40.99	53.56	56.6	56.29	43.65	14.75	60.01	37.13	42.72	60.32	50.21	64.52
ENSMUSG00000118638	0.12	0	0	0	0	0	0.25	0	1.17	0	1	0
ENSMUSG00000082284	82.12	81.8	106.57	80.37	78.68	10.93	123.68	45.27	77.61	60.16	106.81	69.92
ENSMUSG00000079481	417	185.93	778.58	130.5	1040	60	718.5	119	574	138.11	528.43	139.17
ENSMUSG00000087712	0	0	0	0	0.33	0	0	0	0	0	0	0
ENSMUSG00002075831	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049191	117	61	131	36	99.22	3	140.25	51	95.33	21	170	48.33
ENSMUSG00000087208	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079480	90.18	66.93	99.78	59.4	67.88	8.2	123.83	55.23	69.71	58.07	109.66	74.14
ENSMUSG00000081969	0.17	0.11	0.2	0	0.1	0	0	0	0	0	0	0
ENSMUSG00000051220	244.79	284.31	256.67	328.33	90	35	356.83	235.5	181	183.73	131.95	240.75
ENSMUSG00000084142	13.08	10.25	13.08	9	5.25	5.2	24.2	9.75	12.31	11.17	21.88	8.75
ENSMUSG00000031320	5090.11	6658.84	7196.84	6118.04	5618.4	1604.99	7698.38	4547.79	5205.7	6384.29	6744.05	6709.89
ENSMUSG00000081263	38.09	58.67	61.26	62.55	54.31	14.06	65.68	42.07	52.01	62.26	64.62	53.18
ENSMUSG00000051159	1339	1	1799.42	3	795.5	3	1796.72	3	1239.17	1	1371.03	2
ENSMUSG00000085568	2	1	5	1	2	0	4	0	0	0	2.5	0
ENSMUSG00002076899	0	0.33	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067567	74	114	124	118	80	36	143	75	74	87.61	91	85.14
ENSMUSG00000034055	949.17	161.5	939	96.17	712	39	1291.83	111	782	105	1183.17	133
ENSMUSG00000080899	3.5	2.11	2.5	1.61	3.61	0	7.33	1.11	3.62	1.11	7	0.72
ENSMUSG00000083414	0	1	0	1	2	0	3	3	2	1	0	0
ENSMUSG00000081443	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079479	0	0	0.5	0	0.62	0	0	0	0	0	0	0
ENSMUSG00000073027	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080845	148.05	393.86	118.83	327.27	100.82	56.61	191.44	261.07	84.48	248.05	123.45	308.61
ENSMUSG00000081716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083680	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082191	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075815	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067562	0	0	0	0.33	1.5	0	0	0	0.5	0	0	0
ENSMUSG00000082783	0	0	0	0	0	0	0	0	0.2	0	0	0
ENSMUSG00000081240	0	0	0	0	0	0	0.25	0	0	0	0	0
ENSMUSG00002075832	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067561	0	0	0	0.33	1.5	0	0	0	0.5	0	0	0
ENSMUSG00002076786	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032894	0	0	0.33	0	0	0	0	0	0	0	0	0
ENSMUSG00000084397	0.33	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031323	2	0	4	0	2	0	4	0	1	0	3	2
ENSMUSG00000079476	0	0	0.5	0	0.83	0	0	0	0	0	0	0
ENSMUSG00000109745	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081986	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083775	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081779	0	0.2	0	0	0	0	0	0	0.33	0	0.43	0
ENSMUSG00000084842	3.5	0.5	9	0.5	3	0	4.83	0.98	7.61	0.14	7.5	0
ENSMUSG00000120909	5	0	11.62	0	4	0	12	1.2	5.33	0	5.5	0
ENSMUSG00000080774	21.18	38.77	35.71	42.27	30.9	10.14	37.06	31.75	22.81	49.58	36.73	44.58
ENSMUSG00000086524	3	0.5	7.5	0.5	2	0	4	0.98	4.61	0.14	6	0
ENSMUSG00000084341	0	0.2	0	0	0	0	0	0	0.33	0	0.43	0
ENSMUSG00000081567	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048949	469.27	367.81	567.88	278.79	513.9	116.68	671.08	238.09	417.73	271.77	600.74	357.33
ENSMUSG00000031325	0	1	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000082229	7.5	1	7	0	2.33	0	8	1	4	0	3	1
ENSMUSG00000083763	0.33	0.2	0.75	0	0.38	0	0	0	0	0.25	0.5	0.25
ENSMUSG00000080886	0.24	0.27	0	0	0.33	0.11	0	0	0	0.12	0.21	0
ENSMUSG00000098023	0	0	0	0	0.1	0	0	0.14	0	0	0	0
ENSMUSG00000083805	0	4	0	0	3	2	0	0	0	0	0	0
ENSMUSG00000083711	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031326	0	0.5	0	0	5	1.79	0	0	0.5	0	0	0
ENSMUSG00000081280	0	0.1	0	0	0.12	0	0	0	0	0	0	0
ENSMUSG00000031327	68	77.33	109	50	82.45	21	109	37	73.32	59	95.25	39.14
ENSMUSG00000097953	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031329	1	0	2.06	0.06	2	0	1	0.12	0	1	1	0
ENSMUSG00000098078	32.67	44.33	58.73	28.98	0.33	0	40.67	19.96	50.37	16.67	0.67	0
ENSMUSG00000085715	176.42	197.08	275.73	142.16	4.33	0	218.75	100.96	207.12	85.17	5.74	0
ENSMUSG00000086503	5827.12	8421.06	9242.74	7016.6	7.33	1	7299.99	4202.42	7583.87	4404	5.07	4
ENSMUSG00002075825	22	44	44.5	43	0	0	36	21	26.5	28.5	0	0
ENSMUSG00002076282	36.07	57.5	64.5	38	0	0	54.25	20	49	28.5	0	0
ENSMUSG00002075094	5.5	17.5	22	11	0	0	21.5	5.5	16	7	0	0
ENSMUSG00000083502	3.57	1.48	0.35	0.49	0.34	0	0.14	1	1.21	0.32	1.2	0.61
ENSMUSG00000082746	139.97	270.83	222.8	302.95	203.71	79.64	225.05	202.15	165.91	293.89	188.53	277.41
ENSMUSG00000097571	84	100.19	116.87	83	58.2	22.09	128.62	67.6	76.82	80.03	88.3	46.03
ENSMUSG00002075130	1	1.5	2	2.5	0	0.5	3.5	1	3.92	1	1	2.5
ENSMUSG00000082383	1	2.69	3.12	5	3.64	1	2.62	2.5	3.82	4.78	4.13	1.19
ENSMUSG00000082812	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043661	1.5	0	1.25	0.5	0	0	1	0.5	0.25	0.5	0.5	0
ENSMUSG00000081004	2	3.33	3	1.33	4.33	1	9.67	2	2.5	2.25	5.5	1
ENSMUSG00000086370	48.5	97.46	55	61.6	28.61	5.33	56.33	47	40	55.5	52.9	43
ENSMUSG00000065509	0	1	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000076269	0	0	0	0	0	0	0.5	0	0	0	0	0
ENSMUSG00000106465	0	0	0	0	0	0	0.5	0	0	0	0	0
ENSMUSG00000103697	3	7	4	4	0.61	1.5	3.61	0	6.62	4	4.1	0
ENSMUSG00002076054	0.5	1.12	1	0.5	0	0	1	0.5	0	0	0	0
ENSMUSG00000080796	0.8	2.04	0.4	0.4	0.5	0.2	1.7	0.4	0.47	1.68	2.04	0.4
ENSMUSG00002075282	0	0.12	0.5	0	0	0	0	0.5	0	0	0	0
ENSMUSG00002076966	0	0	1	0.5	0	0.5	0.5	1	0.5	0.5	0	0.5
ENSMUSG00002074928	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5
ENSMUSG00000031330	0	1	0	0	0	0	1	0	0.25	0	0	0
ENSMUSG00000083263	0.72	0.2	0.65	1.2	1	0	0.4	0.2	0.45	0.65	1.05	0.82
ENSMUSG00000083213	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081414	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033965	1280.62	1997.83	1862.5	1283.53	1125.33	193	2018.5	1067.5	1322.2	1036.64	1638.53	1348.07
ENSMUSG00000083019	495.54	349.11	528.11	264.69	322.75	55.31	744.25	216.01	362.44	256.1	624.42	340.05
ENSMUSG00000104064	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083605	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082322	16.5	12.03	31.14	6.75	16.28	1	44.31	2	10	10	29.14	7
ENSMUSG00000081689	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000056537	975	1054	1019.67	654.1	969	387	1249.08	645.33	790	729.33	1120.2	884.33
ENSMUSG00000080825	1.53	1.14	1.4	0.88	0.27	0	0.89	0.34	0.29	0.29	0.6	0.76
ENSMUSG00000064876	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077199	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076103	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000046449	61	2	110.43	8	50	2	100.2	0	66.33	3	104.14	2
ENSMUSG00000076286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031333	1217.2	1158.15	1201.95	1004.2	799.95	237	1560.85	822.45	921.65	875.5	1324.7	1082.7
ENSMUSG00000083327	4934.57	2588.5	5673.86	1792.44	4321.41	708	6535.81	1505.94	4212.07	1697.2	6583.47	2391.01
ENSMUSG00000082996	2.14	0.75	2.17	2.33	2	0	4.21	1.64	1	0.5	1.83	0.83
ENSMUSG00000073016	113	42	103	33	99	16	149.14	32	82	13.5	162	33
ENSMUSG00000033906	129.25	71	246.14	50	173	20	267	49.17	172.53	56	228	72
ENSMUSG00000089171	0	0	0	0	0	0.14	0	0	0	0	0	0
ENSMUSG00000083049	17.7	14	21	11	11.5	2.5	30.5	10	14	5.5	17	12
ENSMUSG00000100364	0	0	0	0.24	0	0	0	0	1	0	0	0
ENSMUSG00000031224	5	5	7.53	2	1	0	8.33	1.2	16	4	10.45	3.33
ENSMUSG00000081703	135.15	248.58	204.52	254.19	188.57	68.05	223.67	176.02	150.33	288.63	189.15	264.96
ENSMUSG00000088960	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082600	2.39	3.08	3.99	0.99	1.9	0.46	5.45	1.37	1.57	1.12	4.48	2.57
ENSMUSG00000087174	144	124	166.2	131.2	113	32	235	94.64	154	120	142	95
ENSMUSG00000031226	328.33	361.5	316.5	225.5	145.5	73.5	477.1	237.5	183.64	210.5	229	266
ENSMUSG00000031227	208.24	63.7	178.12	38	98.33	6	317.2	32.83	121.79	18.33	290.46	29
ENSMUSG00000082245	25.21	10.59	32.63	7.19	23.37	0.65	44.95	8.7	21.55	8.03	30.93	10.28
ENSMUSG00000083889	0	0	0	0	0	0.33	0	0	0	0	0	0
ENSMUSG00000085791	418.57	530.09	622.12	519.04	519.76	143.53	643.15	377.28	432.11	575.13	600.97	584.02
ENSMUSG00000083744	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087620	0	0	0.1	0	0	0	0.33	0	0	0	0.5	0
ENSMUSG00000065499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065425	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082464	33	52	24.33	33.33	29	10.5	42.5	33	27	37	38	50.5
ENSMUSG00000090132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081976	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084376	0	0	0	0	0	0	0	0	0	0	0.14	0
ENSMUSG00000082275	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063442	83.09	153.58	129.52	139.19	97.18	35.55	124.03	98.79	85.25	145.06	119.96	139.72
ENSMUSG00000031230	101.14	1	89	0	64.83	0	144	0	63	1	187	0
ENSMUSG00000031229	2910.2	1638.86	3789.65	1291.06	2975.5	383.33	4178.08	1023.64	2654.34	1081.83	3392.28	1105.33
ENSMUSG00000084678	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000079965	0.1	0.7	3.33	1.35	1.7	0	0.37	2	1.2	1.45	1.68	0.37
ENSMUSG00000084575	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031232	1075.54	1532.23	1220.95	1041.02	837.47	278.5	1421.8	970.81	920.5	920.47	1149.1	1562.14
ENSMUSG00000031231	8712.62	2996.28	9790.21	2810.65	7138.13	463.92	12397.91	1812.08	7050.47	2510.52	11203.76	2548.96
ENSMUSG00000033792	278	357.12	415.2	332	435.28	93	411.17	299.33	326	207	396	242.75
ENSMUSG00000033777	51.11	255	58	146	60	77	60	155	54	182.12	66	233
ENSMUSG00000081081	1.83	0	2	1	1	0	2.5	0.5	2	0	0.5	0
ENSMUSG00000062070	7545.9	3648.1	8064.32	2674.74	4936.96	895.68	10242.98	2220.19	6106.95	3108.51	7709.02	3014.39
ENSMUSG00000047242	446	72	548	73.5	364.7	8	679.33	46	386	54	526.67	55
ENSMUSG00000073012	0	0	0	0.33	0	0	0	0	0	0	0.77	0.33
ENSMUSG00000082618	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081289	132.58	90.2	153.83	81.17	154	31	174.27	61.58	135.17	57.33	147.17	80.29
ENSMUSG00000083814	0	0	0	0.33	0	0	0	0	0	0	0.43	0
ENSMUSG00000119174	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084219	0	0.25	0	0	0	0	0	0	0	0	0.1	0
ENSMUSG00000081778	0	0	0	0	0	0	0	0	0	0	0.43	0
ENSMUSG00000033737	3	2.1	3	4.33	8	0	9	1	7.25	1	4.77	1.33
ENSMUSG00002076096	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052821	29	26	53	19	17	5	43	22	24	24	39	27.33
ENSMUSG00000073010	1	1	0	0	2	0	0	0	0	1	3	0
ENSMUSG00000064553	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082174	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000083432	0	0	0.1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081395	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083595	14	8.75	26	7	28.5	3	30.5	7	21.5	5	30.5	5.5
ENSMUSG00000065733	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076607	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083063	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082939	0	0	0.5	0	0	0	0	0.33	0.5	0.33	1	0
ENSMUSG00000080841	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047686	257.5	19	396	25.12	124	1	378	11	223	12	232	7
ENSMUSG00000049929	474	22	737.35	23	252	6	609.82	19.48	446.1	27	717.1	24
ENSMUSG00000050921	1	4.5	0.5	2.5	0.5	1	1	4.5	2	5	2	4.5
ENSMUSG00000054293	46	33.5	64	23.5	33	3	71	27	49	17	54	33
ENSMUSG00000082630	3	1	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000080898	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073008	5	2	6	6	0	0	14	5	6.14	0	9	2
ENSMUSG00000080939	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081131	0	0	0	0	0	0	0.33	0	0	0	0	0
ENSMUSG00000080758	47.06	51.16	60.24	48.46	52.95	10.64	72.31	40.22	39.44	56.8	72.16	60.11
ENSMUSG00000031239	1695	529	2867.95	555.5	1684	101	3097	391	2066	512.46	2279.2	408
ENSMUSG00000082172	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055700	0	0	0	0	0	0	0	0	0	0	0.25	0.25
ENSMUSG00000031241	0.14	0	0	0	0.38	0	1	0	1.33	0	0	0
ENSMUSG00000031242	528.75	447.5	783.91	426.5	576	97	850.64	289	548	394	678.5	326.5
ENSMUSG00000073007	5	0	5	1	3	0	7	0	9	0	4	0
ENSMUSG00000073006	0	0	0	0	0.25	0	0	0	0	0	0	0
ENSMUSG00000081807	0.1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000082354	0	0	0.5	0	0	0	0	0	0.5	0	0	0
ENSMUSG00000081560	0.72	0.61	1.1	0.61	0.5	0	0.21	0.11	0.11	0.6	0	0.1
ENSMUSG00000093916	0	67.12	0	39	1	10	0	31.33	1	61	0	8
ENSMUSG00000063663	404	380	462.62	304.83	357.5	106	510.38	252	313	259.2	529.45	253.33
ENSMUSG00000086629	39.62	45.12	47.5	41.7	35.5	15.5	66.12	40	31	37.12	62.5	76
ENSMUSG00000081748	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000081793	0	0.5	0	0	0.11	0	0	0	0.5	1	1	1
ENSMUSG00000031245	618.28	719	825.2	685	494.33	127.33	890.25	486.5	519.23	706.17	682.7	801.17
ENSMUSG00000077652	1	0	0	1	0	0	1	0	1	1	0	0
ENSMUSG00000119240	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031246	1889.41	2072.83	2558.16	1808.2	1724.92	303	2906.56	1610.62	1908	1557.94	2513.07	1854.16
ENSMUSG00002074862	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083210	0	0.5	0	0	0.5	0	0.33	0.5	0.5	0	0	0.33
ENSMUSG00000048621	1.5	29	4	19	1	13	9	12	1	9.5	8	11
ENSMUSG00000081681	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082189	51.7	68.73	87.75	63.17	87.67	28.93	93.37	49	65.67	59.17	94.67	59.03
ENSMUSG00000083928	45.22	28.38	39.4	23.45	20.78	8.48	59.16	13.09	24.7	22.74	28.03	34.48
ENSMUSG00000082853	0	0	0.5	0	0	0	0	0	0	0.75	0.2	0
ENSMUSG00000083641	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081211	0	0	0.27	0	0.33	0	0	0.5	0.5	0	0	0
ENSMUSG00000065907	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109088	0	0	0	0	0	0	0	0	0.5	0	0	0
ENSMUSG00000056854	2.31	0	3	0	0	0	4	0	2	0	5	0
ENSMUSG00000073001	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062226	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025665	73	92.1	110.11	81	51.2	15	103	59	90.1	65	72	52.2
